#{"t_start": 1617137074.563638, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,129,3.820245
4.0,299,8.949511
0.0,127,11.20042
1.0,171,14.569209
1.0,159,17.377098
2.0,222,21.406695
0.0,127,23.737281
1.0,158,26.55949
0.0,127,28.943009
1.0,153,31.698243
1.0,156,34.654787
2.0,203,38.569459
2.0,202,42.943317
3.0,250,48.817837
2.0,220,53.117129
2.0,222,57.269196
1.0,174,60.619958
1.0,155,63.787009
1.0,157,66.728625
1.0,175,70.054437
0.0,127,72.672772
6.0,380,80.295865
0.0,129,82.733774
1.0,156,85.781522
0.0,129,88.142469
2.0,200,92.076302
0.0,125,94.375723
0.0,129,96.983332
0.0,127,99.33215
5.0,350,106.528288
6.0,400,114.372485
4.0,319,120.752523
5.0,350,127.583336
2.0,200,131.433825
0.0,127,133.840372
4.0,319,140.395967
0.0,129,142.797878
0.0,127,145.159099
0.0,129,147.555092
0.0,125,149.934642
4.0,297,155.779558
5.0,350,162.572206
0.0,129,164.908966
2.0,200,168.950864
3.0,271,174.333287
0.0,129,176.989402
6.0,398,184.950266
0.0,127,187.225447
2.0,202,191.144989
2.0,198,195.214469
0.0,127,197.837355
3.0,228,202.250014
3.0,229,206.648411
0.0,129,209.015185
0.0,127,211.37658
2.0,202,215.499207
2.0,198,219.30822
0.0,129,221.946776
1.0,176,225.328789
5.0,327,231.694813
2.0,202,235.483892
5.0,330,242.014267
1.0,176,245.287286
1.0,175,248.52186
1.0,173,251.811994
3.0,271,257.048241
11.0,481,266.466205
2.0,187,269.973678
2.0,201,273.85628
2.0,187,277.400689
1.0,157,280.615978
0.0,129,283.10934
0.0,129,285.571982
1.0,175,289.24906
2.0,183,292.769821
2.0,204,297.253803
0.0,129,299.951468
3.0,228,304.618321
5.0,326,310.953052
0.0,127,313.340759
2.0,204,317.315865
3.0,216,321.607442
1.0,155,324.81138
0.0,127,327.242874
5.0,317,333.475258
1.0,154,336.396356
2.0,183,340.022142
9.0,404,347.943502
2.0,204,351.815762
1.0,155,354.72659
1.0,155,357.768132
5.0,350,364.482073
5.0,337,371.093939
6.0,358,378.116852
9.0,506,388.028211
3.0,273,393.206697
4.0,270,398.380778
5.0,294,404.037908
5.0,290,409.649049
7.0,407,417.488213
5.0,316,423.556989
6.0,324,429.734953
11.0,271,434.905404
7.0,425,443.141935
