#{"t_start": 1616929826.3935263, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,125,4.131361
0.0,129,6.242911
2.0,186,9.457707
2.0,204,13.062292
0.0,127,15.250636
0.0,129,17.414164
4.0,300,22.949351
1.0,153,25.683916
2.0,224,29.764457
2.0,201,33.285304
5.0,338,39.570086
3.0,231,43.820118
0.0,129,46.269987
0.0,127,48.497777
0.0,129,51.072622
1.0,175,54.600686
2.0,183,58.064933
0.0,125,60.27116
1.0,173,63.438871
2.0,200,67.126569
0.0,129,69.44698
0.0,129,71.725721
1.0,155,74.476544
9.0,404,82.288606
4.0,322,88.449383
0.0,127,90.779574
5.0,331,97.185381
1.0,155,100.100991
1.0,176,103.578324
0.0,127,106.089136
10.0,452,114.99991
6.0,399,122.792511
1.0,153,125.616085
2.0,222,129.809996
0.0,125,132.286289
2.0,198,135.982239
1.0,173,139.186172
0.0,127,141.429169
2.0,185,145.002274
2.0,200,148.637188
2.0,200,152.427702
1.0,173,155.679698
5.0,352,162.513762
0.0,129,164.844658
5.0,350,171.541423
0.0,127,173.763694
0.0,127,176.032044
12.0,531,186.473861
0.0,127,188.751287
0.0,125,190.98421
1.0,155,193.815929
2.0,204,197.70853
5.0,351,204.537051
1.0,155,207.412208
0.0,127,209.659131
2.0,187,213.222596
1.0,174,216.471618
2.0,216,220.52509
0.0,127,222.814688
1.0,157,225.784003
3.0,213,229.846247
0.0,127,232.191728
0.0,129,234.463965
5.0,329,240.744388
1.0,177,244.056934
0.0,127,246.360681
0.0,127,248.721075
3.0,251,253.521703
2.0,203,257.400807
2.0,224,261.650951
5.0,372,268.933146
0.0,125,271.200517
0.0,129,273.51387
1.0,171,276.687629
2.0,202,280.561516
6.0,361,287.625503
0.0,129,290.005492
3.0,248,294.779202
1.0,175,298.044882
0.0,125,300.320326
1.0,173,303.564824
5.0,326,310.005755
0.0,127,312.285379
1.0,153,315.123655
4.0,301,320.889353
0.0,125,323.109747
0.0,127,325.427068
1.0,173,328.724775
0.0,129,331.118042
1.0,173,334.419399
0.0,127,336.729587
1.0,171,339.967709
0.0,129,342.33916
0.0,127,344.676886
0.0,127,347.12389
3.0,230,351.442394
1.0,175,354.686187
1.0,154,357.546944
0.0,125,359.954051
2.0,198,363.687266
1.0,155,366.636043
0.0,125,368.964538
1.0,175,372.280387
3.0,233,376.810572
1.0,154,379.65172
0.0,127,382.045885
0.0,127,384.408541
2.0,225,388.710723
2.0,202,392.580192
2.0,186,396.06609
2.0,204,399.92027
2.0,220,404.072923
0.0,129,406.463587
2.0,183,409.974543
3.0,251,414.773966
0.0,127,417.092622
3.0,233,421.534973
0.0,127,423.81293
2.0,222,428.16387
1.0,176,431.470644
0.0,127,433.742857
0.0,129,436.142802
1.0,155,439.048909
1.0,157,441.901463
0.0,127,444.300808
3.0,251,449.132431
2.0,224,453.380847
0.0,127,455.777964
0.0,127,458.143855
0.0,129,460.485878
1.0,153,463.268786
3.0,230,467.734785
0.0,127,470.088532
2.0,202,473.961898
2.0,198,477.642113
0.0,127,480.049662
2.0,203,484.038049
0.0,125,486.31401
0.0,127,488.580562
1.0,173,491.87877
1.0,177,495.220421
1.0,176,498.54406
1.0,174,501.911032
1.0,157,504.983106
0.0,129,507.310721
2.0,205,511.236723
2.0,202,515.084532
0.0,125,517.338957
0.0,127,519.653615
2.0,204,523.497371
2.0,199,527.294625
1.0,176,530.554554
3.0,254,535.434116
3.0,270,540.751602
1.0,169,543.894083
1.0,176,547.235263
3.0,266,552.485361
0.0,123,554.68983
1.0,173,557.823345
4.0,299,563.757865
5.0,330,570.309094
2.0,205,574.184197
4.0,281,579.567588
0.0,127,582.019163
2.0,222,586.257479
0.0,127,588.615355
2.0,188,592.144637
0.0,129,594.597906
1.0,175,597.869811
0.0,125,600.179007
0.0,125,602.417661
2.0,186,605.987937
2.0,222,610.291284
0.0,129,612.63223
1.0,155,615.640976
0.0,127,617.974241
2.0,200,621.732808
0.0,127,624.12723
2.0,220,628.368936
3.0,250,633.276147
0.0,129,635.656839
3.0,252,640.639047
0.0,125,642.972055
0.0,127,645.335088
0.0,129,647.64265
0.0,125,649.917567
0.0,129,652.347206
2.0,200,656.14857
4.0,278,661.566328
4.0,297,667.176613
6.0,399,675.057601
3.0,231,679.362804
0.0,129,681.837124
2.0,202,685.661765
3.0,248,690.314411
0.0,129,692.558726
1.0,153,695.408669
5.0,350,702.140755
0.0,129,704.458704
0.0,127,706.768346
2.0,224,711.023305
0.0,129,713.28225
0.0,125,715.553293
3.0,230,719.978218
0.0,129,722.304075
