#{"t_start": 1616929826.6091948, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,129,3.996512
1.0,175,6.995521
2.0,203,10.519103
0.0,129,12.677197
0.0,129,14.886734
6.0,362,21.545666
1.0,175,24.715071
0.0,127,26.925996
1.0,158,29.738013
3.0,250,34.238425
0.0,129,36.483298
4.0,299,42.007166
1.0,157,44.913332
0.0,129,47.277993
0.0,127,49.580111
1.0,157,52.83816
1.0,159,55.864274
0.0,123,58.091417
1.0,173,61.299843
1.0,177,64.485309
0.0,129,66.813549
13.0,572,77.789692
0.0,127,80.169804
0.0,129,82.491677
0.0,127,84.755386
2.0,204,88.582309
0.0,129,90.9234
0.0,129,93.305547
0.0,129,95.55354
0.0,127,97.832617
0.0,127,100.233631
1.0,157,103.273956
2.0,202,107.279353
1.0,173,110.457251
2.0,189,114.045659
0.0,129,116.425136
1.0,176,119.663742
0.0,127,121.952204
2.0,202,125.804572
1.0,155,128.597735
0.0,125,130.967404
2.0,203,134.987172
0.0,125,137.216175
0.0,127,139.428029
0.0,127,141.707243
0.0,125,144.004356
2.0,204,147.784179
2.0,221,151.975958
2.0,202,155.758038
0.0,127,158.110368
0.0,127,160.366317
8.0,480,169.717989
9.0,403,177.435753
0.0,129,179.773494
0.0,125,182.017893
0.0,127,184.316669
2.0,202,188.067692
0.0,125,190.352868
1.0,174,193.567385
0.0,123,195.833142
0.0,129,198.185015
0.0,129,200.473117
0.0,127,202.714079
0.0,125,205.097958
2.0,203,208.84431
0.0,125,211.154011
0.0,125,213.401397
0.0,127,215.668268
1.0,176,218.895122
1.0,158,221.896281
1.0,173,225.093878
0.0,123,227.359121
1.0,155,230.250304
3.0,270,235.400802
0.0,127,237.620745
0.0,129,239.922258
1.0,155,242.745638
1.0,174,246.088621
3.0,235,250.625799
0.0,125,252.88702
1.0,175,256.171656
0.0,129,258.528359
0.0,129,260.84675
0.0,129,263.197954
1.0,173,266.451506
1.0,153,269.285261
4.0,296,274.913137
1.0,175,278.272304
2.0,205,282.128198
0.0,127,284.409956
2.0,201,288.265034
0.0,129,290.609213
3.0,232,295.028647
1.0,175,298.336313
1.0,173,301.558592
0.0,129,303.953853
0.0,127,306.245899
1.0,175,309.571092
3.0,247,314.324822
1.0,173,317.493675
4.0,301,323.3332
4.0,297,329.159167
2.0,203,333.03942
3.0,232,337.53966
2.0,183,341.043724
0.0,127,343.375429
3.0,233,347.972369
3.0,251,352.776541
0.0,129,355.06269
3.0,229,359.56484
4.0,262,364.689614
2.0,185,368.308447
0.0,129,370.591083
0.0,129,373.003932
2.0,199,376.814431
6.0,358,383.945642
1.0,155,386.836501
2.0,203,390.741781
4.0,280,396.137822
5.0,346,402.791875
3.0,247,407.691547
1.0,155,410.536752
0.0,129,412.833271
0.0,123,415.092061
0.0,127,417.437221
0.0,125,419.645104
1.0,154,422.551386
5.0,328,429.037502
2.0,225,433.298954
1.0,173,436.580981
0.0,125,438.869998
1.0,155,441.685669
1.0,176,445.075185
2.0,206,449.061004
