#{"t_start": 1616929826.5818768, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
1.0,178,4.954548
7.0,419,12.494861
1.0,155,15.162983
0.0,129,17.402889
4.0,320,23.347262
1.0,176,26.510713
3.0,273,31.467381
0.0,129,33.690638
5.0,331,39.805022
1.0,173,42.93013
2.0,223,47.24122
0.0,127,49.550955
4.0,299,55.727373
1.0,173,58.965055
2.0,182,62.32627
0.0,125,64.538013
0.0,127,66.814234
0.0,125,69.037412
0.0,129,71.291756
1.0,159,74.184588
0.0,129,76.393437
1.0,173,79.586641
4.0,305,85.493523
2.0,202,89.281183
0.0,129,91.622391
4.0,299,97.377691
0.0,127,99.672332
0.0,125,102.067436
2.0,200,106.125456
1.0,157,109.001345
0.0,129,111.399807
0.0,127,113.651653
0.0,129,116.018897
2.0,202,119.764401
0.0,127,122.122808
0.0,129,124.423745
2.0,202,128.206346
2.0,222,132.788329
5.0,352,139.554696
1.0,175,142.744389
3.0,272,147.912453
0.0,125,150.209264
2.0,188,153.712104
0.0,129,156.007744
0.0,129,158.415754
0.0,127,160.659734
0.0,129,163.05257
2.0,202,166.807047
9.0,404,174.526368
5.0,350,181.245256
0.0,123,183.4939
3.0,250,188.246629
0.0,123,190.504861
2.0,206,194.388091
1.0,152,197.163726
0.0,129,199.473627
2.0,200,203.290059
3.0,238,207.80373
5.0,332,214.246043
4.0,263,219.277145
0.0,129,221.597923
4.0,262,226.731298
1.0,155,229.612399
12.0,426,237.844549
2.0,201,241.576299
0.0,129,244.026178
0.0,129,246.339821
1.0,153,249.173251
1.0,173,252.45362
0.0,129,254.742864
0.0,129,257.119751
1.0,155,260.049524
1.0,173,263.254429
2.0,186,266.767517
1.0,157,269.6133
4.0,280,274.972641
0.0,129,277.347809
2.0,186,280.904188
2.0,201,284.688032
3.0,230,289.149667
2.0,219,293.271542
0.0,127,295.639636
1.0,173,298.893505
1.0,157,301.751325
1.0,155,304.681825
1.0,157,307.555867
1.0,155,310.529259
1.0,157,313.441921
1.0,157,316.318802
1.0,155,319.11481
0.0,125,321.361513
3.0,228,325.787485
0.0,129,328.106556
0.0,125,330.370378
0.0,129,332.787345
0.0,129,335.132302
1.0,174,338.421467
4.0,249,343.332415
0.0,127,345.688803
1.0,173,348.997226
3.0,272,354.217269
1.0,175,357.496384
0.0,127,359.844738
0.0,125,362.098843
1.0,175,365.440757
2.0,185,369.017565
3.0,270,374.319443
4.0,243,379.054833
0.0,125,381.375814
3.0,274,386.671437
2.0,206,390.629396
0.0,127,392.975006
0.0,129,395.256493
0.0,127,397.580057
1.0,173,400.811758
1.0,171,404.059477
0.0,123,406.239503
2.0,224,410.561731
4.0,301,416.470897
2.0,202,420.18047
0.0,127,422.575893
0.0,129,424.953337
0.0,127,427.175496
2.0,188,430.851493
1.0,159,433.807665
1.0,152,436.635847
0.0,127,438.945258
1.0,174,442.17386
0.0,127,444.583614
3.0,267,449.759423
5.0,344,456.527725
0.0,127,458.809551
0.0,127,461.216381
1.0,174,464.471931
1.0,155,467.325612
1.0,153,470.254391
0.0,125,472.513366
0.0,125,474.76842
2.0,199,478.499079
0.0,125,480.833551
1.0,177,484.308886
5.0,365,491.48078
0.0,127,493.761895
1.0,175,497.073451
0.0,127,499.506901
0.0,127,501.870313
0.0,125,504.213772
1.0,175,507.533278
1.0,169,510.754857
4.0,299,516.501116
5.0,311,522.568875
1.0,154,525.443679
2.0,221,529.591078
0.0,125,531.940483
0.0,129,534.23511
2.0,224,538.552788
3.0,248,543.283987
1.0,155,546.315252
0.0,127,548.579781
1.0,155,551.527792
1.0,175,554.763225
2.0,200,558.547618
2.0,202,562.383739
2.0,201,566.277369
