#{"t_start": 1617129578.7283442, "env_id": null}
r,l,t
9,100,2.771158
13,100,3.401627
13,100,3.93242
20,100,4.464514
16,100,4.991556
12,100,5.523046
17,100,6.048721
15,100,6.568127
17,100,7.084139
17,100,7.602753
18,100,8.1219
14,100,8.639964
17,100,9.155295
19,100,9.68555
16,100,10.20462
24,100,10.717699
15,100,11.24807
21,100,11.772634
27,100,12.289042
26,100,12.801558
23,100,13.329679
24,100,13.845497
25,100,14.358339
19,100,14.87426
31,100,15.392646
29,100,15.964977
15,100,16.525175
32,100,17.064181
37,100,17.671654
27,100,18.236036
29,100,18.832231
22,100,19.425931
22,100,19.966717
27,100,20.533071
29,100,21.101329
33,100,21.658689
30,100,22.202598
30,100,22.750202
25,100,23.390148
27,100,24.007908
27,100,24.597118
36,100,25.162992
29,100,25.74882
33,100,26.329288
24,100,26.909525
29,100,27.503723
31,100,28.11949
33,100,28.705686
34,100,29.32206
36,100,29.918233
30,100,30.50441
30,100,31.086869
17,100,31.677069
23,100,32.364447
24,100,33.098075
24,100,33.819135
29,100,34.51675
30,100,35.3809
32,100,36.04097
32,100,36.851422
25,100,37.642617
32,100,38.393527
38,100,39.256973
43,100,40.155899
31,100,40.942138
26,100,41.728923
35,100,42.521602
30,100,43.214659
23,100,43.941328
30,100,44.677677
29,100,45.365345
24,100,46.055732
35,100,46.675971
33,100,47.268215
37,100,47.84926
36,100,48.445372
32,100,49.045683
41,100,49.641459
32,100,50.225554
33,100,50.811665
36,100,51.400819
33,100,51.98082
33,100,52.577714
40,100,53.154092
30,100,53.738608
30,100,54.324125
41,100,54.897564
34,100,55.476431
24,100,56.05054
32,100,56.63233
33,100,57.211464
37,100,57.783728
36,100,58.354697
43,100,58.941578
37,100,59.521157
26,100,60.100627
41,100,60.679953
42,100,61.303197
38,100,61.889683
33,100,62.463401
31,100,63.043024
29,100,63.619805
36,100,64.240469
41,100,64.857908
28,100,65.444833
30,100,66.020543
30,100,66.601078
35,100,67.18129
37,100,67.756596
36,100,68.332465
33,100,68.916211
38,100,69.493107
26,100,70.101979
34,100,70.720003
30,100,71.298149
35,100,71.880619
36,100,72.456143
40,100,73.030931
42,100,73.606809
38,100,74.193582
33,100,74.789667
26,100,75.404016
35,100,76.025774
37,100,76.607295
28,100,77.187049
26,100,77.766901
34,100,78.34341
38,100,78.921962
35,100,79.496919
43,100,80.072178
39,100,80.651054
32,100,81.225922
33,100,81.804397
37,100,82.38969
30,100,82.970538
41,100,83.549665
37,100,84.126578
35,100,84.704908
43,100,85.29401
27,100,85.875427
28,100,86.451879
