#{"t_start": 1616511666.5774183, "env_id": null}
r,l,t
9,100,1.961567
9,100,2.399945
17,100,2.821824
4,100,3.25159
9,100,3.693348
8,100,4.099074
19,100,4.570027
20,100,5.047699
10,100,5.494839
13,100,5.96731
12,100,6.457622
10,100,6.8945
11,100,7.375035
14,100,7.878409
12,100,8.350862
11,100,8.813743
10,100,9.271645
10,100,9.707159
15,100,10.158764
12,100,10.581719
17,100,11.007042
17,100,11.406527
12,100,11.813605
9,100,12.215489
14,100,12.620371
18,100,13.040308
9,100,13.436271
13,100,13.902262
18,100,14.412198
21,100,14.878562
18,100,15.351557
19,100,15.792146
16,100,16.260248
18,100,16.707005
9,100,17.131735
8,100,17.544137
19,100,17.958711
13,100,18.374238
19,100,18.837626
15,100,19.286509
12,100,19.795243
13,100,20.303185
12,100,20.793991
19,100,21.260699
15,100,21.706613
15,100,22.154685
10,100,22.570042
11,100,23.009762
16,100,23.446572
11,100,23.910273
15,100,24.329532
12,100,24.835058
8,100,25.332777
19,100,25.749294
23,100,26.245223
13,100,26.702029
14,100,27.134736
15,100,27.5741
25,100,28.032216
13,100,28.487789
16,100,28.991511
15,100,29.49197
23,100,29.957882
12,100,30.369741
16,100,30.802236
14,100,31.245319
12,100,31.698751
11,100,32.190881
18,100,32.597634
13,100,33.092963
10,100,33.547633
15,100,33.993359
13,100,34.445078
9,100,34.912344
14,100,35.412659
23,100,35.87695
23,100,36.300294
21,100,36.726713
20,100,37.202567
20,100,37.685483
20,100,38.126273
20,100,38.553269
15,100,39.022552
16,100,39.457647
20,100,39.858328
11,100,40.27721
29,100,40.694232
15,100,41.096983
19,100,41.546154
20,100,41.952556
19,100,42.378346
21,100,42.820121
20,100,43.258553
23,100,43.710955
18,100,44.188087
19,100,44.621728
20,100,45.019775
25,100,45.43246
24,100,45.863184
20,100,46.290084
11,100,46.721257
30,100,47.143169
23,100,47.579654
20,100,48.017108
20,100,48.437129
27,100,48.883162
25,100,49.301725
27,100,49.755471
26,100,50.194882
20,100,50.618102
22,100,51.060683
26,100,51.488803
27,100,51.946765
31,100,52.415328
26,100,52.863028
27,100,53.270136
24,100,53.705648
25,100,54.142861
21,100,54.576348
16,100,55.012709
21,100,55.436447
31,100,55.829849
25,100,56.265189
15,100,56.64003
18,100,57.070027
30,100,57.518428
26,100,57.939814
31,100,58.343276
31,100,58.809154
24,100,59.227239
34,100,59.648708
33,100,60.158417
25,100,60.596149
29,100,61.013906
29,100,61.44851
23,100,61.93659
28,100,62.352024
20,100,62.802127
24,100,63.229328
28,100,63.659976
24,100,64.126975
28,100,64.555286
29,100,65.000629
34,100,65.419102
36,100,65.853528
21,100,66.287218
23,100,66.681096
34,100,67.109212
25,100,67.52823
37,100,67.943553
31,100,68.357
33,100,68.780822
30,100,69.199795
28,100,69.659215
33,100,70.081656
31,100,70.505088
29,100,70.916671
31,100,71.346724
36,100,71.764321
32,100,72.190159
31,100,72.617976
35,100,73.094818
27,100,73.611819
35,100,74.05415
25,100,74.521434
24,100,74.952656
32,100,75.411956
35,100,75.819273
28,100,76.249261
28,100,76.649269
29,100,77.057614
28,100,77.461474
33,100,77.905709
29,100,78.346189
30,100,78.768041
25,100,79.174864
30,100,79.629152
29,100,80.06367
30,100,80.527548
31,100,81.018046
26,100,81.474194
33,100,81.96155
31,100,82.40462
34,100,82.832715
27,100,83.309231
29,100,83.77356
28,100,84.177322
22,100,84.630436
29,100,85.052177
26,100,85.529579
29,100,85.959764
28,100,86.431603
36,100,86.846444
34,100,87.299622
35,100,87.765278
36,100,88.173563
35,100,88.627817
31,100,89.059396
28,100,89.493628
31,100,89.904064
32,100,90.35656
32,100,90.814488
23,100,91.299179
29,100,91.768667
37,100,92.200016
35,100,92.661112
41,100,93.092645
31,100,93.572815
30,100,93.990207
36,100,94.41282
