#{"t_start": 1617129577.9380941, "env_id": null}
r,l,t
10,100,3.562218
13,100,4.192837
18,100,4.723658
14,100,5.255723
15,100,5.782327
18,100,6.314758
12,100,6.839846
18,100,7.359035
21,100,7.875254
10,100,8.394445
16,100,8.913126
13,100,9.431
12,100,9.946428
27,100,10.476478
27,100,10.995858
24,100,11.508987
25,100,12.039125
23,100,12.563659
21,100,13.080294
21,100,13.592764
25,100,14.12145
25,100,14.636506
25,100,15.14949
25,100,15.665912
31,100,16.18349
30,100,16.756105
33,100,17.316418
22,100,17.855349
27,100,18.463374
32,100,19.027753
26,100,19.62332
36,100,20.217152
30,100,20.757851
32,100,21.325178
28,100,21.892516
30,100,22.449789
34,100,22.993705
30,100,23.542203
32,100,24.18076
32,100,24.799473
28,100,25.388964
34,100,25.954246
39,100,26.539975
33,100,27.120873
27,100,27.701406
26,100,28.295053
31,100,28.91141
40,100,29.49756
38,100,30.113212
30,100,30.709527
27,100,31.295557
18,100,31.878808
27,100,32.467895
36,100,33.156164
31,100,33.889623
31,100,34.611151
33,100,35.308149
29,100,36.171743
41,100,36.832921
36,100,37.640692
30,100,38.434927
34,100,39.184959
29,100,40.04945
37,100,40.948477
36,100,41.734038
34,100,42.518706
32,100,43.313354
35,100,44.006191
40,100,44.73261
27,100,45.469232
26,100,46.155329
32,100,46.846907
34,100,47.467298
38,100,48.059435
33,100,48.640571
28,100,49.236818
33,100,49.836982
30,100,50.432859
32,100,51.017257
33,100,51.603016
31,100,52.191916
38,100,52.772012
43,100,53.369453
27,100,53.945396
25,100,54.529777
34,100,55.115453
31,100,55.688999
35,100,56.267722
38,100,56.841796
35,100,57.423572
33,100,58.00327
33,100,58.575004
26,100,59.145952
48,100,59.732383
28,100,60.312538
33,100,60.892362
25,100,61.471167
35,100,62.094898
38,100,62.681578
28,100,63.254838
32,100,63.834341
30,100,64.411099
36,100,65.031884
38,100,65.649284
23,100,66.236511
37,100,66.81184
43,100,67.392397
32,100,67.9725
28,100,68.548152
35,100,69.124166
31,100,69.708035
39,100,70.284318
35,100,70.893235
32,100,71.511287
44,100,72.089378
34,100,72.671867
34,100,73.247457
40,100,73.822212
39,100,74.398497
37,100,74.984748
35,100,75.580514
37,100,76.195481
30,100,76.817048
38,100,77.39855
25,100,77.97798
38,100,78.558497
40,100,79.134652
39,100,79.713619
43,100,80.28776
42,100,80.863238
29,100,81.442464
27,100,82.017165
32,100,82.595612
37,100,83.181076
38,100,83.761859
29,100,84.341083
39,100,84.917937
37,100,85.496134
35,100,86.08561
39,100,86.667181
33,100,87.243168
38,100,87.819566
31,100,88.391298
40,100,88.981985
41,100,89.605616
38,100,90.20803
41,100,90.827248
31,100,91.45312
40,100,92.098173
35,100,92.718538
40,100,93.321343
38,100,93.939621
36,100,94.560107
30,100,95.145934
37,100,95.728275
32,100,96.312421
35,100,96.896121
35,100,97.471745
38,100,98.049871
36,100,98.627114
39,100,99.206744
42,100,99.812742
39,100,100.399234
43,100,100.980449
35,100,101.657796
30,100,102.383682
40,100,103.0034
37,100,103.587774
43,100,104.24545
40,100,104.936021
33,100,105.54597
46,100,106.125058
36,100,106.707782
42,100,107.304062
45,100,107.967399
44,100,108.640476
41,100,109.245624
39,100,109.827819
39,100,110.409004
40,100,110.985705
38,100,111.572119
40,100,112.154659
39,100,112.734059
37,100,113.313914
47,100,113.894047
34,100,114.477911
37,100,115.055214
40,100,115.636059
45,100,116.210414
41,100,116.794287
41,100,117.377416
41,100,117.956428
35,100,118.539309
43,100,119.117367
35,100,119.697443
34,100,120.275703
41,100,120.852781
43,100,121.427254
30,100,122.00565
34,100,122.585984
36,100,123.16905
33,100,123.747713
40,100,124.328563
38,100,124.910503
46,100,125.485462
41,100,126.064927
39,100,126.644673
34,100,127.224069
32,100,127.804587
34,100,128.401569
32,100,129.047095
38,100,129.709706
35,100,130.312883
39,100,130.961485
46,100,131.553237
35,100,132.144403
40,100,132.870233
38,100,133.508182
40,100,134.092383
40,100,134.673641
36,100,135.265413
43,100,135.85189
34,100,136.433254
34,100,137.02695
45,100,137.621066
45,100,138.222989
33,100,138.802253
35,100,139.389369
45,100,139.973319
38,100,140.562559
35,100,141.150569
32,100,141.731677
37,100,142.318675
39,100,142.904036
38,100,143.487397
40,100,144.080188
39,100,144.664152
43,100,145.251026
41,100,145.838247
40,100,146.421098
38,100,147.011081
38,100,147.597051
43,100,148.181024
40,100,148.764859
28,100,149.349127
37,100,149.94136
42,100,150.527321
42,100,151.108209
39,100,151.691832
37,100,152.275796
45,100,152.867384
33,100,153.55486
44,100,154.245352
42,100,154.863648
42,100,155.476675
36,100,156.065057
28,100,156.644138
48,100,157.226511
31,100,157.810615
34,100,158.393315
39,100,158.975346
36,100,159.56127
29,100,160.144045
38,100,160.728943
38,100,161.312992
37,100,161.901549
34,100,162.487868
36,100,163.071065
42,100,163.666514
35,100,164.252887
37,100,164.841462
29,100,165.4258
35,100,166.01389
40,100,166.600438
36,100,167.184246
43,100,167.770781
37,100,168.353179
43,100,169.05525
35,100,169.750595
35,100,170.442358
46,100,171.157232
41,100,171.917147
40,100,172.515413
35,100,173.104572
48,100,173.694507
43,100,174.281463
34,100,174.871579
37,100,175.469566
35,100,176.140285
41,100,176.73614
35,100,177.323885
35,100,177.911438
32,100,178.500165
38,100,179.086116
39,100,179.713076
36,100,180.302883
41,100,180.886127
32,100,181.473534
40,100,182.05809
30,100,182.644953
40,100,183.238946
34,100,183.821662
36,100,184.410023
39,100,185.00064
37,100,185.588352
38,100,186.179721
40,100,186.767949
41,100,187.3526
38,100,187.974256
38,100,188.591738
44,100,189.185261
42,100,189.76817
38,100,190.357501
44,100,190.944044
42,100,191.530637
42,100,192.121071
35,100,192.703008
37,100,193.286612
41,100,193.869004
38,100,194.45604
38,100,195.042346
47,100,195.62446
40,100,196.206079
38,100,196.79096
37,100,197.373954
32,100,197.966076
40,100,198.564429
30,100,199.171131
41,100,199.755866
36,100,200.37981
42,100,200.993528
46,100,201.603875
36,100,202.203543
39,100,202.819851
41,100,203.428725
38,100,204.022227
41,100,204.603808
35,100,205.190291
46,100,205.776342
42,100,206.359011
39,100,206.948716
35,100,207.539914
35,100,208.125224
44,100,208.707836
39,100,209.290632
42,100,209.879115
36,100,210.464707
40,100,211.049775
40,100,211.663738
42,100,212.274382
37,100,212.889241
41,100,213.491469
35,100,214.091803
39,100,214.686269
41,100,215.271673
41,100,215.870754
42,100,216.461523
43,100,217.051388
41,100,217.635342
35,100,218.222071
36,100,218.812938
26,100,219.402953
37,100,219.99301
32,100,220.572997
36,100,221.16082
40,100,221.745755
42,100,222.328863
42,100,222.912229
40,100,223.500774
44,100,224.081102
40,100,224.668037
38,100,225.254814
40,100,225.840105
39,100,226.423078
26,100,227.008704
40,100,227.596016
42,100,228.185532
34,100,228.773714
37,100,229.356848
40,100,229.942955
44,100,230.532637
44,100,231.118675
37,100,231.702451
35,100,232.284138
40,100,232.867293
40,100,233.456077
46,100,234.036568
41,100,234.625495
39,100,235.212402
43,100,235.793554
36,100,236.376037
35,100,236.960844
41,100,237.546036
52,100,238.132469
42,100,238.71619
35,100,239.301875
39,100,239.891701
37,100,240.477559
48,100,241.06355
38,100,241.648365
38,100,242.231273
35,100,242.817466
44,100,243.402205
39,100,243.98918
36,100,244.584332
43,100,245.167169
34,100,245.754441
38,100,246.334256
35,100,246.912832
37,100,247.497669
41,100,248.082256
37,100,248.662064
40,100,249.241743
39,100,249.823975
41,100,250.409118
41,100,250.998489
38,100,251.581277
43,100,252.163759
44,100,252.743202
39,100,253.325873
38,100,253.909242
39,100,254.494091
33,100,255.074226
37,100,255.65566
35,100,256.238952
38,100,256.824071
38,100,257.408294
39,100,257.996849
36,100,258.583904
36,100,259.168357
35,100,259.756506
45,100,260.341578
40,100,260.922919
43,100,261.515705
36,100,262.101764
39,100,262.687472
29,100,263.272449
45,100,263.85795
