#{"t_start": 1617129577.9605744, "env_id": null}
r,l,t
13,100,3.53984
11,100,4.170401
13,100,4.701089
16,100,5.233289
14,100,5.760127
14,100,6.291711
12,100,6.817373
15,100,7.336791
15,100,7.852782
16,100,8.371408
11,100,8.890201
24,100,9.408586
19,100,9.923906
19,100,10.454125
19,100,10.973371
19,100,11.486074
19,100,12.017181
21,100,12.541269
22,100,13.058257
21,100,13.570196
28,100,14.098378
20,100,14.614092
25,100,15.127045
20,100,15.643001
21,100,16.161325
31,100,16.733625
25,100,17.293876
36,100,17.832784
24,100,18.440138
28,100,19.004614
25,100,19.601209
32,100,20.194812
24,100,20.735445
31,100,21.301925
18,100,21.870713
27,100,22.427308
31,100,22.971225
29,100,23.519001
38,100,24.158094
24,100,24.776372
31,100,25.365382
31,100,25.931681
28,100,26.517529
27,100,27.098607
27,100,27.678192
32,100,28.272564
28,100,28.888262
35,100,29.474452
26,100,30.09093
26,100,30.686955
18,100,31.273145
24,100,31.85569
24,100,32.445844
28,100,33.133861
33,100,33.866876
31,100,34.589044
30,100,35.28546
27,100,36.149283
31,100,36.810004
37,100,37.618652
24,100,38.411694
23,100,39.162353
32,100,40.027099
30,100,40.925992
28,100,41.710516
34,100,42.496343
34,100,43.290668
39,100,43.984224
37,100,44.711262
36,100,45.446331
25,100,46.132723
39,100,46.824096
28,100,47.444731
33,100,48.036912
33,100,48.618684
35,100,49.21411
30,100,49.814375
39,100,50.410208
35,100,50.994434
37,100,51.580536
20,100,52.169497
42,100,52.749065
35,100,53.346581
24,100,53.922779
31,100,54.507341
34,100,55.092973
38,100,55.666465
36,100,56.245242
35,100,56.819231
37,100,57.401092
38,100,57.980289
26,100,58.552488
27,100,59.123445
29,100,59.710294
39,100,60.289955
33,100,60.869495
35,100,61.448784
30,100,62.072345
34,100,62.658266
33,100,63.232855
37,100,63.811671
19,100,64.388547
46,100,65.009993
34,100,65.626622
32,100,66.213525
39,100,66.789612
32,100,67.369897
34,100,67.950581
34,100,68.52533
33,100,69.101132
31,100,69.684895
30,100,70.261839
33,100,70.870905
31,100,71.488428
38,100,72.06692
28,100,72.649538
41,100,73.22488
30,100,73.799839
39,100,74.375635
38,100,74.962391
40,100,75.558456
36,100,76.172953
37,100,76.794469
33,100,77.376154
30,100,77.955945
31,100,78.535676
33,100,79.112185
29,100,79.690698
41,100,80.265757
46,100,80.841016
34,100,81.419361
31,100,81.994614
39,100,82.573198
40,100,83.158933
37,100,83.739207
37,100,84.31858
31,100,84.895098
32,100,85.473626
40,100,86.063302
31,100,86.644157
30,100,87.220665
41,100,87.79711
36,100,88.368454
39,100,88.95936
44,100,89.58265
36,100,90.185526
42,100,90.804513
35,100,91.43011
35,100,92.07583
36,100,92.695972
40,100,93.298584
35,100,93.917017
39,100,94.537502
34,100,95.123305
33,100,95.706383
34,100,96.290573
30,100,96.873512
39,100,97.449866
36,100,98.027668
39,100,98.604882
35,100,99.18342
35,100,99.790771
40,100,100.376838
36,100,100.957834
48,100,101.635439
40,100,102.360852
33,100,102.980916
39,100,103.565427
36,100,104.223291
39,100,104.913892
33,100,105.523424
27,100,106.102784
33,100,106.685424
43,100,107.281641
38,100,107.944924
36,100,108.617412
33,100,109.223948
39,100,109.805253
33,100,110.386331
33,100,110.964072
42,100,111.549715
37,100,112.132455
32,100,112.711337
41,100,113.290692
39,100,113.871712
38,100,114.455781
42,100,115.032646
38,100,115.613511
42,100,116.187967
34,100,116.771818
40,100,117.355765
42,100,117.934089
44,100,118.516948
29,100,119.0944
39,100,119.675182
34,100,120.253176
32,100,120.829659
35,100,121.404014
35,100,121.983063
40,100,122.563562
42,100,123.146605
36,100,123.725389
38,100,124.306176
35,100,124.887914
35,100,125.46303
43,100,126.042372
32,100,126.622191
41,100,127.201468
33,100,127.781483
38,100,128.379508
40,100,129.025671
33,100,129.686827
38,100,130.290308
46,100,130.938875
41,100,131.530046
45,100,132.122323
34,100,132.849663
40,100,133.4856
36,100,134.069959
37,100,134.651084
29,100,135.243051
38,100,135.829429
31,100,136.410597
33,100,137.004147
41,100,137.598133
35,100,138.200546
36,100,138.780053
37,100,139.36693
40,100,139.950388
29,100,140.539989
30,100,141.128622
27,100,141.709798
38,100,142.295529
38,100,142.881166
32,100,143.464386
44,100,144.057708
36,100,144.641809
43,100,145.228567
35,100,145.81498
41,100,146.39841
41,100,146.988695
40,100,147.574656
31,100,148.158505
39,100,148.742469
42,100,149.32702
43,100,149.918152
44,100,150.504129
40,100,151.085747
42,100,151.669645
44,100,152.254046
38,100,152.844952
31,100,153.533312
42,100,154.222232
42,100,154.840825
45,100,155.454108
34,100,156.04184
39,100,156.621532
35,100,157.204437
38,100,157.788262
41,100,158.370845
28,100,158.952758
34,100,159.53879
38,100,160.121922
45,100,160.70639
34,100,161.290148
35,100,161.879342
43,100,162.464878
39,100,163.0489
34,100,163.644675
43,100,164.2305
36,100,164.818579
42,100,165.402689
35,100,165.991387
31,100,166.577851
46,100,167.161105
41,100,167.747554
43,100,168.33061
34,100,169.032666
38,100,169.727941
36,100,170.418685
39,100,171.136712
42,100,171.895066
34,100,172.492856
30,100,173.082117
39,100,173.672074
40,100,174.259329
46,100,174.848778
43,100,175.447588
45,100,176.117766
25,100,176.712939
33,100,177.301838
47,100,177.889106
41,100,178.477461
36,100,179.063325
41,100,179.690596
35,100,180.279677
37,100,180.86418
38,100,181.451101
37,100,182.035566
37,100,182.621922
48,100,183.215897
42,100,183.799088
33,100,184.386916
43,100,184.978153
34,100,185.566271
41,100,186.157113
29,100,186.745304
42,100,187.329715
34,100,187.952278
38,100,188.569219
35,100,189.162159
36,100,189.745026
34,100,190.335021
41,100,190.922065
38,100,191.50778
40,100,192.098931
36,100,192.68016
44,100,193.263557
44,100,193.845817
35,100,194.433195
33,100,195.019802
43,100,195.602093
32,100,196.18353
50,100,196.768167
44,100,197.351708
46,100,197.942869
40,100,198.540994
39,100,199.149247
38,100,199.733458
42,100,200.356794
37,100,200.971955
45,100,201.582352
36,100,202.181975
34,100,202.797602
41,100,203.406866
37,100,203.999715
38,100,204.581328
52,100,205.167918
40,100,205.753246
41,100,206.336536
39,100,206.926133
49,100,207.517005
41,100,208.101798
42,100,208.685273
42,100,209.268484
29,100,209.856295
38,100,210.442178
40,100,211.027236
43,100,211.641423
26,100,212.252018
36,100,212.866081
40,100,213.469002
40,100,214.069413
41,100,214.663584
38,100,215.249191
36,100,215.848021
35,100,216.439043
39,100,217.029282
43,100,217.612862
33,100,218.199451
29,100,218.790441
45,100,219.381001
