#{"t_start": 1617129578.6908636, "env_id": null}
r,l,t
9,100,2.808673
13,100,3.439233
13,100,3.969974
20,100,4.502101
17,100,5.029168
14,100,5.560585
11,100,6.086285
13,100,6.605658
12,100,7.12175
8,100,7.640274
16,100,8.159512
17,100,8.677498
14,100,9.192877
17,100,9.723125
23,100,10.242188
27,100,10.755281
25,100,11.28562
24,100,11.810189
25,100,12.326688
21,100,12.839125
16,100,13.367271
27,100,13.883001
25,100,14.395876
36,100,14.911831
21,100,15.430236
22,100,16.002491
25,100,16.562696
28,100,17.101712
30,100,17.709178
27,100,18.273691
23,100,18.869854
20,100,19.463475
23,100,20.004303
33,100,20.570621
33,100,21.138944
24,100,21.696178
28,100,22.240138
26,100,22.787797
36,100,23.426819
27,100,24.045405
30,100,24.634713
32,100,25.200604
32,100,25.786388
35,100,26.366834
38,100,26.947107
25,100,27.541324
35,100,28.157032
36,100,28.744091
24,100,29.359696
30,100,29.955774
29,100,30.541946
26,100,31.124511
22,100,31.714648
31,100,32.402011
29,100,33.135663
26,100,33.856654
33,100,34.554323
36,100,35.41846
37,100,36.078451
31,100,36.887136
18,100,37.680383
33,100,38.431103
32,100,39.29451
31,100,40.19361
29,100,40.979648
36,100,41.765124
44,100,42.559196
33,100,43.252373
34,100,43.978883
31,100,44.715319
35,100,45.401565
40,100,46.09325
21,100,46.713525
32,100,47.305927
29,100,47.886868
30,100,48.482965
45,100,49.083276
40,100,49.67905
37,100,50.263259
29,100,50.849238
33,100,51.438387
29,100,52.018371
42,100,52.615282
23,100,53.191633
40,100,53.776179
36,100,54.361809
34,100,54.935233
35,100,55.513922
33,100,56.088134
42,100,56.669926
36,100,57.24917
34,100,57.821331
33,100,58.392268
32,100,58.979113
43,100,59.55876
25,100,60.138245
37,100,60.717529
41,100,61.340731
32,100,61.92725
33,100,62.501067
33,100,63.080549
44,100,63.657358
30,100,64.278167
31,100,64.895422
41,100,65.48244
32,100,66.058129
38,100,66.638685
40,100,67.218843
36,100,67.794076
40,100,68.36999
25,100,68.953768
36,100,69.530654
34,100,70.139551
34,100,70.757592
