#{"t_start": 1617129578.7348418, "env_id": null}
r,l,t
13,100,2.765004
12,100,3.396596
14,100,3.926749
15,100,4.459258
13,100,4.986205
22,100,5.517389
13,100,6.04365
22,100,6.562518
14,100,7.078425
17,100,7.596916
11,100,8.116214
17,100,8.634305
18,100,9.149518
28,100,9.67998
24,100,10.198689
18,100,10.712083
15,100,11.242431
18,100,11.767046
16,100,12.283547
19,100,12.796035
14,100,13.32413
24,100,13.840322
29,100,14.353052
12,100,14.868327
19,100,15.387139
29,100,15.959325
27,100,16.519562
28,100,17.058517
29,100,17.66599
29,100,18.230537
37,100,18.826687
26,100,19.420216
38,100,19.961723
32,100,20.527788
27,100,21.095789
30,100,21.653065
27,100,22.196955
22,100,22.74457
33,100,23.383422
31,100,24.003085
34,100,24.591235
29,100,25.157755
31,100,25.743564
26,100,26.3238
26,100,26.904012
30,100,27.498691
30,100,28.114085
26,100,28.700202
39,100,29.316662
29,100,29.913138
27,100,30.499317
22,100,31.081805
29,100,31.671552
37,100,32.359562
34,100,33.092746
22,100,33.813664
34,100,34.511265
35,100,35.375475
41,100,36.036065
33,100,36.844212
39,100,37.638468
40,100,38.388896
35,100,39.251715
32,100,40.151637
32,100,40.937515
34,100,41.722929
32,100,42.516336
33,100,43.209926
23,100,43.935756
40,100,44.672828
28,100,45.358593
28,100,46.05063
33,100,46.670152
38,100,47.262687
42,100,47.843583
36,100,48.440603
26,100,49.040588
30,100,49.636112
31,100,50.220237
30,100,50.806608
27,100,51.395238
43,100,51.97488
27,100,52.573073
41,100,53.148397
25,100,53.733719
38,100,54.319148
33,100,54.892198
31,100,55.470822
31,100,56.045727
35,100,56.626642
31,100,57.205725
35,100,57.778865
35,100,58.349063
46,100,58.936027
37,100,59.515341
33,100,60.095737
32,100,60.674091
42,100,61.297341
45,100,61.884293
36,100,62.458423
37,100,63.037449
37,100,63.614909
38,100,64.235191
30,100,64.852583
28,100,65.439948
34,100,66.014788
32,100,66.59559
36,100,67.175926
33,100,67.751139
38,100,68.327529
35,100,68.911123
32,100,69.487499
26,100,70.096726
41,100,70.714442
27,100,71.29262
42,100,71.875428
42,100,72.450546
38,100,73.025473
36,100,73.602024
29,100,74.188092
32,100,74.784182
37,100,75.398733
32,100,76.020253
34,100,76.602185
43,100,77.181295
30,100,77.761441
40,100,78.337806
30,100,78.91643
37,100,79.491182
36,100,80.066755
35,100,80.645501
36,100,81.220809
28,100,81.799345
30,100,82.384596
45,100,82.964861
30,100,83.544337
35,100,84.121213
35,100,84.699412
36,100,85.288479
27,100,85.86989
33,100,86.446265
40,100,87.023236
31,100,87.595372
33,100,88.185617
35,100,88.808254
41,100,89.411411
34,100,90.030739
37,100,90.656373
30,100,91.301334
28,100,91.921596
35,100,92.524197
40,100,93.142651
43,100,93.763911
41,100,94.349083
39,100,94.931246
42,100,95.516204
35,100,96.099406
47,100,96.674867
41,100,97.253129
34,100,97.830719
46,100,98.409175
38,100,99.016103
36,100,99.602572
32,100,100.183526
37,100,100.861073
33,100,101.58666
35,100,102.206698
41,100,102.791893
37,100,103.449508
32,100,104.140212
39,100,104.749072
35,100,105.329006
42,100,105.911199
48,100,106.507363
36,100,107.171383
38,100,107.842735
39,100,108.44895
39,100,109.031103
43,100,109.612082
44,100,110.189154
42,100,110.775447
32,100,111.358705
33,100,111.937711
40,100,112.517102
35,100,113.097445
35,100,113.681816
33,100,114.258357
40,100,114.839213
31,100,115.414329
35,100,115.997453
29,100,116.580717
41,100,117.160466
39,100,117.742681
36,100,118.320227
33,100,118.900629
37,100,119.479547
35,100,120.055267
33,100,120.630492
36,100,121.209402
38,100,121.789802
34,100,122.372559
37,100,122.951059
37,100,123.532489
39,100,124.114364
37,100,124.688581
28,100,125.268656
33,100,125.847728
39,100,126.426699
34,100,127.007075
36,100,127.604751
34,100,128.250399
42,100,128.912917
38,100,129.516056
36,100,130.164682
40,100,130.75654
38,100,131.348055
40,100,132.074435
46,100,132.711962
36,100,133.295955
31,100,133.876895
35,100,134.469261
38,100,135.054744
38,100,135.637164
35,100,136.229834
34,100,136.824098
35,100,137.426378
41,100,138.006269
41,100,138.592416
37,100,139.176594
34,100,139.76579
39,100,140.353605
43,100,140.934913
41,100,141.521357
34,100,142.107288
39,100,142.690488
40,100,143.283325
41,100,143.867267
37,100,144.454727
35,100,145.040808
38,100,145.62431
39,100,146.214689
37,100,146.800032
40,100,147.384632
42,100,147.968095
32,100,148.55269
35,100,149.143785
35,100,149.729714
35,100,150.311639
33,100,150.89485
38,100,151.479097
32,100,152.070583
48,100,152.757773
50,100,153.448131
38,100,154.066766
41,100,154.680074
44,100,155.267433
35,100,155.847699
39,100,156.429784
38,100,157.013999
29,100,157.596766
33,100,158.178339
31,100,158.765013
44,100,159.347696
37,100,159.932675
31,100,160.516321
42,100,161.104965
35,100,161.690532
43,100,162.273943
50,100,162.869612
35,100,163.455986
38,100,164.044433
42,100,164.628618
50,100,165.21712
37,100,165.803574
40,100,166.387357
29,100,166.973523
41,100,167.55672
31,100,168.257884
37,100,168.954193
34,100,169.645132
34,100,170.360533
41,100,171.121339
45,100,171.718614
45,100,172.308252
41,100,172.897876
37,100,173.484679
42,100,174.074477
35,100,174.672818
37,100,175.344258
38,100,175.938672
39,100,176.527396
36,100,177.11492
50,100,177.703417
35,100,178.289313
35,100,178.916416
39,100,179.505471
27,100,180.090012
39,100,180.677146
35,100,181.261288
35,100,181.84833
37,100,182.441431
34,100,183.024922
37,100,183.612769
35,100,184.204461
