#{"t_start": 1617360623.4013748, "env_id": null}
r,l,t
-39.3,250,2.081308
-39.5,250,2.628595
-40.1,250,3.185943
-40.3,250,3.73215
-34.4,250,4.280512
-41.7,250,4.836472
-39.9,250,5.392433
