#{"t_start": 1617306036.2200983, "env_id": null}
r,l,t
11,100,2.120917
15,100,2.598275
13,100,3.080508
14,100,3.536305
11,100,3.972715
20,100,4.464195
12,100,4.975981
15,100,5.493115
23,100,6.005222
20,100,6.48267
17,100,7.012985
17,100,7.52612
